Name,URL,State,Category,IncentiveType,Created
Minnesota Power - Residential Energy Efficiency Rebate Program,https://programs.dsireusa.org/system/program/detail/1522/minnesota-power-residential-energy-efficiency-rebate-program,MN,Financial Incentive,Rebate Program,5/26/2006
Austin Utilities (Gas and Electric) - Commercial and Industrial Energy Efficiency Rebate Program,https://programs.dsireusa.org/system/program/detail/1934/austin-utilities-gas-and-electric-commercial-and-industrial-energy-efficiency-rebate-program,MN,Financial Incentive,Rebate Program,8/4/2006
Xcel Energy (Electric and Gas) - Residential Energy Efficiency Rebate Program,https://programs.dsireusa.org/system/program/detail/4813/xcel-energy-electric-and-gas-residential-energy-efficiency-rebate-program,MN,Financial Incentive,Rebate Program,6/12/2006
Minnesota Power - One Business Energy Efficiency Rebate Program,https://programs.dsireusa.org/system/program/detail/22130/minnesota-power-one-business-energy-efficiency-rebate-program,MN,Financial Incentive,Rebate Program,6/22/2020
Minnesota Power - Residential New Construction Rebate Program,https://programs.dsireusa.org/system/program/detail/3282/minnesota-power-residential-new-construction-rebate-program,MN,Financial Incentive,Rebate Program,2/19/2009
Building Energy Code,https://programs.dsireusa.org/system/program/detail/1891/building-energy-code,MN,Regulatory Policy,Building Energy Code,7/28/2006
Rochester Public Utilities - Commercial and Industrial Energy Efficiency Rebate Program,https://programs.dsireusa.org/system/program/detail/1946/rochester-public-utilities-commercial-and-industrial-energy-efficiency-rebate-program,MN,Financial Incentive,Rebate Program,8/9/2006
Rochester Public Utilities - Residential Conserve and Save Rebate,https://programs.dsireusa.org/system/program/detail/2865/rochester-public-utilities-residential-conserve-and-save-rebate,MN,Financial Incentive,Rebate Program,2/7/2008
Minnesota Power - Power Grant Program,https://programs.dsireusa.org/system/program/detail/1519/minnesota-power-power-grant-program,MN,Financial Incentive,Grant Program,5/26/2006
Brainerd Public Utilities - Residential Energy Efficiency Rebate Program,https://programs.dsireusa.org/system/program/detail/22119/brainerd-public-utilities-residential-energy-efficiency-rebate-program,MN,Financial Incentive,Rebate Program,5/20/2020
Interconnection Standards,https://programs.dsireusa.org/system/program/detail/951/interconnection-standards,MN,Regulatory Policy,Interconnection,6/19/2003
Comprehensive Energy Savings Plan for State Facilities,https://programs.dsireusa.org/system/program/detail/357/comprehensive-energy-savings-plan-for-state-facilities,MN,Regulatory Policy,Energy Standards for Public Buildings,1/1/2000
CenterPoint Energy (Gas) - Commercial Energy Efficiency Rebate Program,https://programs.dsireusa.org/system/program/detail/3749/centerpoint-energy-gas-commercial-energy-efficiency-rebate-program,MN,Financial Incentive,Rebate Program,11/4/2009
Hutchinson Utilities Commission - Commercial Energy Efficiency Program,https://programs.dsireusa.org/system/program/detail/3347/hutchinson-utilities-commission-commercial-energy-efficiency-program,MN,Financial Incentive,Rebate Program,4/16/2009
Saint Peter Municipal Utilities - Commercial & Industrial Energy Efficiency Rebate Program,https://programs.dsireusa.org/system/program/detail/2585/saint-peter-municipal-utilities-commercial-industrial-energy-efficiency-rebate-program,MN,Financial Incentive,Rebate Program,6/1/2007
Lake City Utilities - Commercial & Industrial Energy Efficiency Rebate Program,https://programs.dsireusa.org/system/program/detail/2541/lake-city-utilities-commercial-industrial-energy-efficiency-rebate-program,MN,Financial Incentive,Rebate Program,5/24/2007
Value of Solar Tariff,https://programs.dsireusa.org/system/program/detail/5666/value-of-solar-tariff,MN,Regulatory Policy,Value of Solar Tariff,2/4/2015
Solar Equipment Certification Requirement,https://programs.dsireusa.org/system/program/detail/477/solar-equipment-certification-requirement,MN,Regulatory Policy,Equipment Certification,1/1/2000
Community-Based Energy Development (C-BED) Tariff,https://programs.dsireusa.org/system/program/detail/2600/community-based-energy-development-c-bed-tariff,MN,Regulatory Policy,Other Policy,6/6/2007
Wabash Valley Power Association (28 Member Cooperatives) - Residential Energy Efficiency Program,https://programs.dsireusa.org/system/program/detail/22049/wabash-valley-power-association-28-member-cooperatives-residential-energy-efficiency-program,MO,Financial Incentive,Rebate Program,5/20/2018
Independence Power and Light - Residential Energy Efficiency Rebate Program,https://programs.dsireusa.org/system/program/detail/3936/independence-power-and-light-residential-energy-efficiency-rebate-program,MO,Financial Incentive,Rebate Program,1/27/2010
Independence Power and Light - Commercial Energy Efficiency Rebate Program,https://programs.dsireusa.org/system/program/detail/3939/independence-power-and-light-commercial-energy-efficiency-rebate-program,MO,Financial Incentive,Rebate Program,1/27/2010
Wood Energy Production Credit,https://programs.dsireusa.org/system/program/detail/234/wood-energy-production-credit,MO,Financial Incentive,Corporate Tax Credit,1/1/2000
Ameren Missouri (Electric) - Residential Heating and Cooling Energy Efficiency Rebate Program,https://programs.dsireusa.org/system/program/detail/5862/ameren-missouri-electric-residential-heating-and-cooling-energy-efficiency-rebate-program,MO,Financial Incentive,Rebate Program,3/15/2016
Missouri Clean Energy District,https://programs.dsireusa.org/system/program/detail/5536/missouri-clean-energy-district,MO,Financial Incentive,PACE Financing,8/27/2014
Renewable Energy Standard,https://programs.dsireusa.org/system/program/detail/2622/renewable-energy-standard,MO,Regulatory Policy,Renewables Portfolio Standard,6/27/2007
Local Option - Clean Energy Development Boards,https://programs.dsireusa.org/system/program/detail/4248/local-option-clean-energy-development-boards,MO,Financial Incentive,PACE Financing,7/12/2010
Evergy Solar Rebate Program,https://programs.dsireusa.org/system/program/detail/22143/evergy-solar-rebate-program,MO,Financial Incentive,Rebate Program,3/12/2021
Empire District Electric - Solar PV Rebates,https://programs.dsireusa.org/system/program/detail/5774/empire-district-electric-solar-pv-rebates,MO,Financial Incentive,Rebate Program,5/18/2015
Columbia Water & Light - Solar Rebates,https://programs.dsireusa.org/system/program/detail/2628/columbia-water-light-solar-rebates,MO,Financial Incentive,Rebate Program,7/12/2007
Ameren Missouri Solar Rebate,https://programs.dsireusa.org/system/program/detail/22144/ameren-missouri-solar-rebate,MO,Financial Incentive,Rebate Program,3/12/2021
Solar Property Tax Exemption,https://programs.dsireusa.org/system/program/detail/5431/solar-property-tax-exemption,MO,Financial Incentive,Property Tax Incentive,7/29/2013
Wabash Valley Power Association (23 Member Cooperatives) - Commercial and Industrial Energy Efficiency Program,https://programs.dsireusa.org/system/program/detail/22050/wabash-valley-power-association-23-member-cooperatives-commercial-and-industrial-energy-efficiency-program,MO,Financial Incentive,Rebate Program,5/20/2018
Evergy - Residential Rebate Programs,https://programs.dsireusa.org/system/program/detail/2932/evergy-residential-rebate-programs,MO,Financial Incentive,Rebate Program,4/30/2008
Evergy - Energy Savings Kit,https://programs.dsireusa.org/system/program/detail/2933/evergy-energy-savings-kit,MO,Financial Incentive,Rebate Program,5/1/2008
Evergy - Residential Programmable Thermostat Program,https://programs.dsireusa.org/system/program/detail/1467/evergy-residential-programmable-thermostat-program,MO,Financial Incentive,Rebate Program,5/8/2006
Columbia Water & Light - Solar Energy Loans,https://programs.dsireusa.org/system/program/detail/5552/columbia-water-light-solar-energy-loans,MO,Financial Incentive,Loan Program,9/19/2014
Columbia Water & Light - HVAC and Lighting Efficiency Rebates,https://programs.dsireusa.org/system/program/detail/4213/columbia-water-light-hvac-and-lighting-efficiency-rebates,MO,Financial Incentive,Rebate Program,6/18/2010
Evergy - Business Energy Savings Rebate Program,https://programs.dsireusa.org/system/program/detail/2355/evergy-business-energy-savings-rebate-program,MO,Financial Incentive,Rebate Program,11/20/2006
Columbia Water & Light - Home Performance with ENERGY STAR Rebates,https://programs.dsireusa.org/system/program/detail/2981/columbia-water-light-home-performance-with-energy-star-rebates,MO,Financial Incentive,Rebate Program,6/23/2008
City Utilities of Springfield - Commercial Energy Efficiency Rebate Program,https://programs.dsireusa.org/system/program/detail/2702/city-utilities-of-springfield-commercial-energy-efficiency-rebate-program,MO,Financial Incentive,Rebate Program,8/29/2007
City Utilities of Springfield - Residential Energy Efficiency Rebate Program,https://programs.dsireusa.org/system/program/detail/2701/city-utilities-of-springfield-residential-energy-efficiency-rebate-program,MO,Financial Incentive,Rebate Program,8/29/2007
Liberty Utilities - Residential and Small Business Energy Efficiency Rebate Program,https://programs.dsireusa.org/system/program/detail/5368/liberty-utilities-residential-and-small-business-energy-efficiency-rebate-program,MO,Financial Incentive,Rebate Program,1/23/2013
Platte-Clay Electric Cooperative - Residential and Commercial Energy Efficiency Rebates,https://programs.dsireusa.org/system/program/detail/2966/platte-clay-electric-cooperative-residential-and-commercial-energy-efficiency-rebates,MO,Financial Incentive,Rebate Program,6/9/2008
Kirkwood Electric - Residential Energy Efficiency Rebate Program,https://programs.dsireusa.org/system/program/detail/1951/kirkwood-electric-residential-energy-efficiency-rebate-program,MO,Financial Incentive,Rebate Program,8/10/2006
Independence Power and Light - New Homes Rebate Program,https://programs.dsireusa.org/system/program/detail/3937/independence-power-and-light-new-homes-rebate-program,MO,Financial Incentive,Rebate Program,1/27/2010
Ameren Missouri - Charging Station Incentives for Business,https://programs.dsireusa.org/system/program/detail/22339/ameren-missouri-charging-station-incentives-for-business,MO,Financial Incentive,Rebate Program,8/14/2021
Volkswagen Trust Electric Vehicle Charging Infrastructure Program,https://programs.dsireusa.org/system/program/detail/22195/volkswagen-trust-electric-vehicle-charging-infrastructure-program,MO,Financial Incentive,Grant Program,6/9/2021
Volkswagen Trust Funds - Transit and Shuttle Buses,https://programs.dsireusa.org/system/program/detail/22196/volkswagen-trust-funds-transit-and-shuttle-buses,MO,Financial Incentive,Grant Program,6/9/2021
Show Me PACE,https://programs.dsireusa.org/system/program/detail/5875/show-me-pace,MO,Financial Incentive,PACE Financing,5/5/2016
Set the PACE St. Louis,https://programs.dsireusa.org/system/program/detail/5537/set-the-pace-st-louis,MO,Financial Incentive,PACE Financing,8/27/2014
Ameren Missouri - Charge Ahead Electric Vehicles Program,https://programs.dsireusa.org/system/program/detail/22385/ameren-missouri-charge-ahead-electric-vehicles-program,MO,Financial Incentive,Rebate Program,8/20/2021
City of Kansas City - Solar Easements and Geothermal Access,https://programs.dsireusa.org/system/program/detail/5581/city-of-kansas-city-solar-easements-and-geothermal-access,MO,Regulatory Policy,Solar/Wind Access Policy,11/4/2014
Missouri Solar Easements & Rights Laws,https://programs.dsireusa.org/system/program/detail/20/missouri-solar-easements-rights-laws,MO,Regulatory Policy,Solar/Wind Access Policy,1/1/2000
Sales Tax Holiday for Energy-Efficient Appliances,https://programs.dsireusa.org/system/program/detail/3030/sales-tax-holiday-for-energy-efficient-appliances,MO,Financial Incentive,Sales Tax Incentive,7/29/2008
Ameren Missouri BizSavers Program,https://programs.dsireusa.org/system/program/detail/5881/ameren-missouri-bizsavers-program,MO,Financial Incentive,Rebate Program,7/8/2016
Building Energy Code,https://programs.dsireusa.org/system/program/detail/1888/building-energy-code,MO,Regulatory Policy,Building Energy Code,7/28/2006
Columbia Water & Light - Home Performance with ENERGY STAR Loan,https://programs.dsireusa.org/system/program/detail/2408/columbia-water-light-home-performance-with-energy-star-loan,MO,Financial Incentive,Loan Program,3/6/2007
Columbia Water & Light - Commercial Energy Efficiency Loans,https://programs.dsireusa.org/system/program/detail/4243/columbia-water-light-commercial-energy-efficiency-loans,MO,Financial Incentive,Loan Program,7/7/2010
Spire Energy - Residential High Efficiency Heating Rebate Program,https://programs.dsireusa.org/system/program/detail/3101/spire-energy-residential-high-efficiency-heating-rebate-program,MO,Financial Incentive,Rebate Program,10/28/2008
Spire Energy - Commercial and Industrial Energy Efficiency Rebate Program,https://programs.dsireusa.org/system/program/detail/5874/spire-energy-commercial-and-industrial-energy-efficiency-rebate-program,MO,Financial Incentive,Rebate Program,5/3/2016
City of Kansas City - Green Building Policy for Municipal Buildings,https://programs.dsireusa.org/system/program/detail/5578/city-of-kansas-city-green-building-policy-for-municipal-buildings,MO,Regulatory Policy,Energy Standards for Public Buildings,11/3/2014
City of St. Louis - Green Building Standard,https://programs.dsireusa.org/system/program/detail/5923/city-of-st-louis-green-building-standard,MO,Regulatory Policy,Energy Standards for Public Buildings,10/11/2016
Columbia Water & Light - Residential HVAC Rebates,https://programs.dsireusa.org/system/program/detail/2434/columbia-water-light-residential-hvac-rebates,MO,Financial Incentive,Rebate Program,3/12/2007
Missouri Rural Electric Cooperative - Residential Energy Efficiency Rebate Program,https://programs.dsireusa.org/system/program/detail/4482/missouri-rural-electric-cooperative-residential-energy-efficiency-rebate-program,MO,Financial Incentive,Rebate Program,12/8/2010
Citizens Electric Corporation - Residential Energy Efficiency Rebate Program,https://programs.dsireusa.org/system/program/detail/3985/citizens-electric-corporation-residential-energy-efficiency-rebate-program,MO,Financial Incentive,Rebate Program,2/17/2010
White River Valley Electric Cooperative - Energy Efficiency Rebate Program,https://programs.dsireusa.org/system/program/detail/3405/white-river-valley-electric-cooperative-energy-efficiency-rebate-program,MO,Financial Incentive,Rebate Program,5/29/2009
Intercounty Electric Cooperative - Energy Efficiency Rebate Program,https://programs.dsireusa.org/system/program/detail/2182/intercounty-electric-cooperative-energy-efficiency-rebate-program,MO,Financial Incentive,Rebate Program,9/15/2006
Cuivre River Electric - Energy Efficiency Rebate Programs,https://programs.dsireusa.org/system/program/detail/3578/cuivre-river-electric-energy-efficiency-rebate-programs,MO,Financial Incentive,Rebate Program,8/5/2009
Southwest Electric Cooperative - Energy Efficiency Rebate Program,https://programs.dsireusa.org/system/program/detail/3579/southwest-electric-cooperative-energy-efficiency-rebate-program,MO,Financial Incentive,Rebate Program,8/6/2009
Ozark Border Electric Cooperative - Residential Energy Efficiency Rebate Program,https://programs.dsireusa.org/system/program/detail/2181/ozark-border-electric-cooperative-residential-energy-efficiency-rebate-program,MO,Financial Incentive,Rebate Program,9/15/2006
Co-Mo Electric Cooperative - Energy Efficiency Rebate Program,https://programs.dsireusa.org/system/program/detail/2188/co-mo-electric-cooperative-energy-efficiency-rebate-program,MO,Financial Incentive,Rebate Program,9/15/2006
Empire District Electric (Gas) - Commercial and Industrial Gas Efficiency Program,https://programs.dsireusa.org/system/program/detail/22056/empire-district-electric-gas-commercial-and-industrial-gas-efficiency-program,MO,Financial Incentive,Rebate Program,7/24/2018
Empire District Electric - Commercial and Industrial Efficiency Rebates,https://programs.dsireusa.org/system/program/detail/2915/empire-district-electric-commercial-and-industrial-efficiency-rebates,MO,Financial Incentive,Rebate Program,4/14/2008
Empire District Electric - Residential Energy Efficiency Rebate,https://programs.dsireusa.org/system/program/detail/2913/empire-district-electric-residential-energy-efficiency-rebate,MO,Financial Incentive,Rebate Program,4/11/2008
Spire - Commercial and Industrial Energy Efficiency Rebate Program,https://programs.dsireusa.org/system/program/detail/2354/spire-commercial-and-industrial-energy-efficiency-rebate-program,MO,Financial Incentive,Rebate Program,11/20/2006
Spire - Residential Rebates,https://programs.dsireusa.org/system/program/detail/3897/spire-residential-rebates,MO,Financial Incentive,Rebate Program,1/12/2010
Net Metering,https://programs.dsireusa.org/system/program/detail/2621/net-metering,MO,Regulatory Policy,Net Metering,6/27/2007
Energy Loan Program,https://programs.dsireusa.org/system/program/detail/233/energy-loan-program,MO,Financial Incentive,Loan Program,1/1/2000
Energy Efficiency Goals,https://programs.dsireusa.org/system/program/detail/5214/energy-efficiency-goals,MO,Regulatory Policy,Energy Efficiency Resource Standard,6/25/2012
City of Columbia - Renewable Portfolio Standard,https://programs.dsireusa.org/system/program/detail/113/city-of-columbia-renewable-portfolio-standard,MO,Regulatory Policy,Renewables Portfolio Standard,11/4/2004
Energy Standards for Public Buildings,https://programs.dsireusa.org/system/program/detail/3022/energy-standards-for-public-buildings,MO,Regulatory Policy,Energy Standards for Public Buildings,7/23/2008
Interconnection Guidelines,https://programs.dsireusa.org/system/program/detail/784/interconnection-guidelines,MO,Regulatory Policy,Interconnection,6/18/2003
N. Mariana Islands - Net Metering,https://programs.dsireusa.org/system/program/detail/5556/n-mariana-islands-net-metering,MP,Regulatory Policy,Net Metering,9/26/2014
N. Mariana Islands - Building Energy Code,https://programs.dsireusa.org/system/program/detail/4725/n-mariana-islands-building-energy-code,MP,Regulatory Policy,Building Energy Code,4/5/2011
N. Mariana Islands - Renewables Portfolio Standard,https://programs.dsireusa.org/system/program/detail/4543/n-mariana-islands-renewables-portfolio-standard,MP,Regulatory Policy,Renewables Portfolio Standard,1/5/2011
MDA - Energy Efficiency Revolving Loan Program,https://programs.dsireusa.org/system/program/detail/215/mda-energy-efficiency-revolving-loan-program,MS,Financial Incentive,Loan Program,1/1/2000
Net Metering,https://programs.dsireusa.org/system/program/detail/5841/net-metering,MS,Regulatory Policy,Net Metering,12/4/2015
Southern Pine Electric Power Association - Residential Energy Efficiency Rebate Program,https://programs.dsireusa.org/system/program/detail/2190/southern-pine-electric-power-association-residential-energy-efficiency-rebate-program,MS,Financial Incentive,Rebate Program,9/15/2006
Entergy Mississippi - eTech Program,https://programs.dsireusa.org/system/program/detail/22338/entergy-mississippi-etech-program,MS,Financial Incentive,Rebate Program,8/14/2021
Mississippi Clean Energy Initiative,https://programs.dsireusa.org/system/program/detail/4242/mississippi-clean-energy-initiative,MS,Financial Incentive,Industry Recruitment/Support,7/7/2010
Energy-Efficiency Lease Program,https://programs.dsireusa.org/system/program/detail/1209/energy-efficiency-lease-program,MS,Financial Incentive,Leasing Program,7/8/2005
Building Energy Code,https://programs.dsireusa.org/system/program/detail/1824/building-energy-code,MS,Regulatory Policy,Building Energy Code,7/21/2006
Entergy Mississippi- Residential Energy Efficiency Program,https://programs.dsireusa.org/system/program/detail/5793/entergy-mississippi-residential-energy-efficiency-program,MS,Financial Incentive,Rebate Program,6/29/2015
Mississippi Power -Residential Energy Efficiency Rebate Program,https://programs.dsireusa.org/system/program/detail/4261/mississippi-power-residential-energy-efficiency-rebate-program,MS,Financial Incentive,Rebate Program,7/22/2010
Coast Electric Power Association - Commercial Energy Efficiency Rebate Program,https://programs.dsireusa.org/system/program/detail/2223/coast-electric-power-association-commercial-energy-efficiency-rebate-program,MS,Financial Incentive,Rebate Program,9/19/2006
Pearl River Valley Electric Power Association - Residential Energy Efficiency Rebate Program,https://programs.dsireusa.org/system/program/detail/2221/pearl-river-valley-electric-power-association-residential-energy-efficiency-rebate-program,MS,Financial Incentive,Rebate Program,9/19/2006
Energy Efficiency Standards for State Facilities,https://programs.dsireusa.org/system/program/detail/5489/energy-efficiency-standards-for-state-facilities,MS,Regulatory Policy,Energy Standards for Public Buildings,6/19/2014
Atmos Energy (Gas) Industrial and Commercial Rebate Program,https://programs.dsireusa.org/system/program/detail/21868/atmos-energy-gas-industrial-and-commercial-rebate-program,MS,Financial Incentive,Rebate Program,3/20/2017
Atmos Energy (Gas) Residential Appliance Rebate Program,https://programs.dsireusa.org/system/program/detail/21867/atmos-energy-gas-residential-appliance-rebate-program,MS,Financial Incentive,Rebate Program,3/20/2017
Entergy Mississippi- Commercial Energy Efficiency Program,https://programs.dsireusa.org/system/program/detail/5794/entergy-mississippi-commercial-energy-efficiency-program,MS,Financial Incentive,Rebate Program,6/29/2015
Coast Electric Power Association - Comfort Advantage Home Program,https://programs.dsireusa.org/system/program/detail/2222/coast-electric-power-association-comfort-advantage-home-program,MS,Financial Incentive,Rebate Program,9/19/2006
Singing River Electric Power Association - Comfort Advantage Home Program,https://programs.dsireusa.org/system/program/detail/2961/singing-river-electric-power-association-comfort-advantage-home-program,MS,Financial Incentive,Rebate Program,6/3/2008
Interconnection,https://programs.dsireusa.org/system/program/detail/5842/interconnection,MS,Regulatory Policy,Interconnection,12/5/2015
Net Metering,https://programs.dsireusa.org/system/program/detail/22506/net-metering,MT,Regulatory Policy,Net Metering,3/6/2023
Renewable Resource Standard,https://programs.dsireusa.org/system/program/detail/384/renewable-resource-standard,MT,Regulatory Policy,Renewables Portfolio Standard,5/12/2005
Deduction For Energy-Conserving Investment,https://programs.dsireusa.org/system/program/detail/1158/deduction-for-energy-conserving-investment,MT,Financial Incentive,Corporate Tax Deduction,6/16/2005
Montana-Dakota Utilities - Residential Energy Efficiency Rebate Program,https://programs.dsireusa.org/system/program/detail/3909/montana-dakota-utilities-residential-energy-efficiency-rebate-program,MT,Financial Incentive,Rebate Program,1/19/2010
NorthWestern Energy - Custom Business Efficiency Program,https://programs.dsireusa.org/system/program/detail/1655/northwestern-energy-custom-business-efficiency-program,MT,Financial Incentive,Grant Program,6/23/2006
Montana-Dakota Utilities - Commercial Energy Efficiency Incentive Program,https://programs.dsireusa.org/system/program/detail/3916/montana-dakota-utilities-commercial-energy-efficiency-incentive-program,MT,Financial Incentive,Rebate Program,1/19/2010
NorthWestern Energy (Electric) - Commercial Energy Efficiency Rebate Program,https://programs.dsireusa.org/system/program/detail/1658/northwestern-energy-electric-commercial-energy-efficiency-rebate-program,MT,Financial Incentive,Rebate Program,6/23/2006
NorthWestern Energy (Gas) - Commercial Energy Efficiency Rebate Program,https://programs.dsireusa.org/system/program/detail/5007/northwestern-energy-gas-commercial-energy-efficiency-rebate-program,MT,Financial Incentive,Rebate Program,6/23/2006
Yellowstone Valley Electric Cooperative - Residential/Commercial Efficiency Rebate Program,https://programs.dsireusa.org/system/program/detail/2474/yellowstone-valley-electric-cooperative-residential-commercial-efficiency-rebate-program,MT,Financial Incentive,Rebate Program,4/4/2007
Electric Vehicle Tax Credit - Corporate,https://programs.dsireusa.org/system/program/detail/22197/electric-vehicle-tax-credit-corporate,MT,Financial Incentive,Corporate Tax Credit,6/9/2021
Electric Vehicle Tax Credit - Personal,https://programs.dsireusa.org/system/program/detail/22198/electric-vehicle-tax-credit-personal,MT,Financial Incentive,Personal Tax Credit,6/9/2021
Corporate Property Tax Reduction for New/Expanded Generating Facilities,https://programs.dsireusa.org/system/program/detail/496/corporate-property-tax-reduction-for-new-expanded-generating-facilities,MT,Financial Incentive,Property Tax Incentive,10/1/2003
Generation Facility Corporate Tax Exemptions,https://programs.dsireusa.org/system/program/detail/978/generation-facility-corporate-tax-exemptions,MT,Financial Incentive,Property Tax Incentive,10/1/2003
Renewable Energy Systems Exemption,https://programs.dsireusa.org/system/program/detail/154/renewable-energy-systems-exemption,MT,Financial Incentive,Property Tax Incentive,1/1/2000
Residential Alternative Energy System Tax Credit,https://programs.dsireusa.org/system/program/detail/366/residential-alternative-energy-system-tax-credit,MT,Financial Incentive,Personal Tax Credit,8/22/2002
NorthWestern Energy - USB Renewable Energy Fund,https://programs.dsireusa.org/system/program/detail/832/northwestern-energy-usb-renewable-energy-fund,MT,Financial Incentive,Rebate Program,8/5/2002
Mandatory Utility Green Power Option,https://programs.dsireusa.org/system/program/detail/26/mandatory-utility-green-power-option,MT,Regulatory Policy,Mandatory Utility Green Power Option,7/17/2003
Universal System Benefits Program,https://programs.dsireusa.org/system/program/detail/460/universal-system-benefits-program,MT,Regulatory Policy,Public Benefits Fund,1/1/2000
Montana Solar and Wind Easements,https://programs.dsireusa.org/system/program/detail/292/montana-solar-and-wind-easements,MT,Regulatory Policy,Solar/Wind Access Policy,1/1/2000
Alternative Energy Investment Tax Credit,https://programs.dsireusa.org/system/program/detail/2773/alternative-energy-investment-tax-credit,MT,Financial Incentive,Industry Recruitment/Support,7/29/2001
Property Tax Abatement for Production and Manufacturing Facilities,https://programs.dsireusa.org/system/program/detail/2789/property-tax-abatement-for-production-and-manufacturing-facilities,MT,Financial Incentive,Industry Recruitment/Support,6/1/2007
Interconnection Standards,https://programs.dsireusa.org/system/program/detail/618/interconnection-standards,MT,Regulatory Policy,Interconnection,7/1/2003
Flathead Electric Cooperative - Residential Energy Efficiency Rebate Program,https://programs.dsireusa.org/system/program/detail/2178/flathead-electric-cooperative-residential-energy-efficiency-rebate-program,MT,Financial Incentive,Rebate Program,9/15/2006
Flathead Electric Cooperative - Commercial Lighting Rebate Program,https://programs.dsireusa.org/system/program/detail/2180/flathead-electric-cooperative-commercial-lighting-rebate-program,MT,Financial Incentive,Rebate Program,9/15/2006
Flathead Electric Cooperative - New and Manufactured Home Incentive Program,https://programs.dsireusa.org/system/program/detail/2179/flathead-electric-cooperative-new-and-manufactured-home-incentive-program,MT,Financial Incentive,Rebate Program,9/15/2006
Building Energy Code,https://programs.dsireusa.org/system/program/detail/1879/building-energy-code,MT,Regulatory Policy,Building Energy Code,7/28/2006
Energy Efficiency Standards for State Buildings,https://programs.dsireusa.org/system/program/detail/3363/energy-efficiency-standards-for-state-buildings,MT,Regulatory Policy,Energy Standards for Public Buildings,4/27/2009
Alternative Energy Revolving Loan Program,https://programs.dsireusa.org/system/program/detail/604/alternative-energy-revolving-loan-program,MT,Financial Incentive,Loan Program,7/11/2001
Net Metering,https://programs.dsireusa.org/system/program/detail/1246/net-metering,NC,Regulatory Policy,Net Metering,10/26/2005
Blue Ridge EMC - Net Metering,https://programs.dsireusa.org/system/program/detail/5849/blue-ridge-emc-net-metering,NC,Regulatory Policy,Net Metering,12/17/2015
Duke Energy - NC Solar Rebate Program,https://programs.dsireusa.org/system/program/detail/22063/duke-energy-nc-solar-rebate-program,NC,Financial Incentive,Rebate Program,9/24/2018
Property Tax Abatement for Solar Electric Systems,https://programs.dsireusa.org/system/program/detail/3036/property-tax-abatement-for-solar-electric-systems,NC,Financial Incentive,Property Tax Incentive,8/11/2008
EnergyUnited (Gas) Residential Appliance Rebates Program,https://programs.dsireusa.org/system/program/detail/22095/energyunited-gas-residential-appliance-rebates-program,NC,Financial Incentive,Rebate Program,6/11/2019
Carteret-Craven Electric Cooperative - Residential Energy Efficiency Rebate Program,https://programs.dsireusa.org/system/program/detail/2124/carteret-craven-electric-cooperative-residential-energy-efficiency-rebate-program,NC,Financial Incentive,Rebate Program,9/5/2006
South River EMC - Residential Energy Efficiency Rebate Program,https://programs.dsireusa.org/system/program/detail/3861/south-river-emc-residential-energy-efficiency-rebate-program,NC,Financial Incentive,Rebate Program,12/17/2009
Lumbee River EMC - Residential Energy Efficiency Program,https://programs.dsireusa.org/system/program/detail/3467/lumbee-river-emc-residential-energy-efficiency-program,NC,Financial Incentive,Rebate Program,6/21/2009
Haywood EMC - Residential Heat Pump and Weatherization Loan Program,https://programs.dsireusa.org/system/program/detail/3589/haywood-emc-residential-heat-pump-and-weatherization-loan-program,NC,Financial Incentive,Loan Program,8/10/2009
Duke Energy (Electric) - Residential Energy Efficiency Rebate Program,https://programs.dsireusa.org/system/program/detail/3465/duke-energy-electric-residential-energy-efficiency-rebate-program,NC,Financial Incentive,Rebate Program,6/20/2009
Dominion Energy (Gas) - Energy-Efficient Appliance Rebate Program,https://programs.dsireusa.org/system/program/detail/3721/dominion-energy-gas-energy-efficient-appliance-rebate-program,NC,Financial Incentive,Rebate Program,10/2/2009
SystemVision Energy Guarantee Program,https://programs.dsireusa.org/system/program/detail/3541/systemvision-energy-guarantee-program,NC,Financial Incentive,Rebate Program,7/15/2009
EnergyUnited (Electric) Residential Energy Efficiency Program,https://programs.dsireusa.org/system/program/detail/22094/energyunited-electric-residential-energy-efficiency-program,NC,Financial Incentive,Rebate Program,6/11/2019
Energy United - Residential Heat Pump Rebate,https://programs.dsireusa.org/system/program/detail/22360/energy-united-residential-heat-pump-rebate,NC,Financial Incentive,Rebate Program,8/19/2021
North Carolina Community Solar,https://programs.dsireusa.org/system/program/detail/22467/north-carolina-community-solar,NC,Regulatory Policy,Community Solar Rules,6/24/2022
Union Power Cooperative - Residential Energy Efficient Heat Pump Loan Program,https://programs.dsireusa.org/system/program/detail/2118/union-power-cooperative-residential-energy-efficient-heat-pump-loan-program,NC,Financial Incentive,Loan Program,9/5/2006
South River EMC - Energy Efficient New Homes Rebate Program,https://programs.dsireusa.org/system/program/detail/3796/south-river-emc-energy-efficient-new-homes-rebate-program,NC,Financial Incentive,Rebate Program,12/7/2009
Lumbee River EMC - Residential Energy Efficiency Loan Program,https://programs.dsireusa.org/system/program/detail/2122/lumbee-river-emc-residential-energy-efficiency-loan-program,NC,Financial Incentive,Loan Program,9/5/2006
